feature_1,feature_2,price
24.835707650561634,69.9677718293001,55868.946265983104
-5.9122140575582325,47.23268514663944,56569.87479104094
34.386428907036624,4.983520498010709,58102.88456128698
79.15449582340428,-29.34383588227569,59639.83678438523
-7.703664732162794,38.9151696846835,54559.304926450764
-6.701842842454023,24.67927427609248,57750.24828627013
84.96664678137557,50.76566700739262,59419.1480738549
45.37874346465245,38.765597091105484,57709.85289158536
-15.465711288739598,60.485643773974765,56706.46493320678
36.13701118830724,-17.75275156901939,60257.17907635193
-13.160874630613103,75.87971329172629,53093.25087078225
-12.275476667501833,20.890991245630993,56381.6740481094
24.110125590313718,115.77505564327528,53633.491174058785
-82.65099921987688,-21.446377891465378,54002.88005435514
-72.23187761163763,100.81220417227648,53221.347216910486
-13.099361447033619,24.910554188147405,57001.96059600054
-34.62554000070517,-16.5548841647064,56371.35823229247
32.729383646780704,-7.177274685699062,56465.14923643556
-27.38318575804253,2.000652608302009,57908.694426769616
-51.59616604774555,40.227316339114836,53939.35523917646
93.30245846609773,46.161794421795,59886.95978342205
9.732205996694239,-7.6639791759079285,58658.84735350024
25.398432256418214,20.80429240897288,60398.963985963695
-48.214386287649816,130.1365409536162,50126.981765484765
-3.195112202235109,110.4011825290596,50000.0
30.571154510518333,46.84120850872663,58229.157411432
-31.52365284508911,27.926199934436042,58902.507925549784
45.811927944310625,33.02859336294009,60579.55548989831
-2.00390646791222,58.70392666454887,56658.849920583685
14.44434153936519,-22.110599230891246,57606.19106647209
-0.05530058143981553,17.161203158862776,58898.38108009462
123.64494025647792,-52.39817266284844,58887.648565148804
31.357170795135335,51.993188162295986,58417.51485427711
-19.852513414761987,65.39283001817009,56126.83867120161
75.16127963919348,9.874710919065333,61682.19481596989
-26.007147463516077,113.73437319953668,56606.31865725042
46.479215786273805,-25.25224711408103,59718.46962605392
-60.94646915695174,-36.18170697345398,54749.65628422117
-28.37126440688349,49.260628966036634,55892.77026911387
48.88210083249521,91.39395416964676,54160.9717783575
76.96336903981056,124.23642461293348,55056.87870572139
49.60945510053957,18.096827897594043,58927.01758561478
36.25962792263002,95.97608371360681,55163.531166547626
27.9878582635786,41.11761956800768,58326.15283486899
-29.882055474327323,35.41267904700307,55331.3835825952
9.052834625309615,89.22804191937867,56719.38368812982
23.01410749805667,78.66218996671704,56252.60465296283
99.90315835799284,-31.772560802165422,60454.01703023772
65.22896252647112,121.87506553434284,55280.28179296339
-39.10295871908765,118.05361675642163,52654.48573845392
66.2542485197898,18.771914974573583,61005.57472864741
31.796937030235227,70.8412277229215,55804.401980105264
18.20595203675412,76.75356136618899,55334.672088858846
83.63686749509644,66.08674134424841,58285.337492154074
105.6040301788516,26.538796361783053,58987.165303785434
101.61906101086498,21.47388665815248,59704.470026108946
14.095179894924131,54.7783525064838,56489.77269872375
41.59643826449633,115.69350802002529,56332.152640813125
74.62122962823625,85.23806578777968,57837.153860506914
107.83631541517703,40.52834245475376,60591.283793031485
36.101348167795564,98.6449955924773,56819.29861081824
51.77811222787021,-81.36606997044271,56855.43416103521
6.745313361760652,119.50034708066724,54431.88625971357
3.252731859029523,-23.92262587584192,57693.14565946517
104.69035518377396,45.94201699390745,60412.70123119959
132.8770664936062,9.08157033375787,60755.386191496764
62.46555998704937,1.3319922800207773,56840.52559821142
117.24371196166827,125.10840643599303,56658.09106197291
86.14986932044977,44.6830080024735,61541.46723614567
36.81308133881285,86.39426315560486,57519.541250823444
88.13985034549077,67.72404112611086,59962.46987026489
147.97289939436953,94.92311243222714,60026.64251186533
70.28077011657449,75.91316662508484,57956.670441001064
151.3052558637734,8.923461863644588,61982.92891949794
-56.91318113041315,123.88741504643109,50923.10621219668
116.17020029383627,50.38724591700945,59698.22970556055
80.42842948798463,-1.7530188569114813,61291.77554249554
62.1267095537837,55.67131902878144,60147.013958719224
82.6661169048532,153.11606760979362,55496.815385042486
-20.299366650965567,121.59016618475371,52368.042751986606
69.09648568820448,62.64747335968711,58460.08961931778
98.93670965666841,63.61819586515964,59939.22882683287
155.9767843191579,66.00032952121295,58042.3395055394
57.169572169400716,186.92048226112513,52586.44556165048
43.659403939424706,103.18085669566175,55041.35928872112
59.997232905858255,106.58716744463857,54523.70433199761
131.85619197118982,137.6002587876782,56132.55340327738
103.52464257007132,99.02654503841276,57345.89959273302
61.60007789973615,75.13598079705294,57047.3221532973
114.75246074475689,79.27159663484018,60591.89696473534
94.94396755749212,86.51002711938689,58364.14721677451
139.52334061773556,89.22997926559901,58989.34846925715
56.989437398224474,128.47356927394108,56090.87630129119
76.70998576320468,95.69038738345806,55574.38123716607
74.48868643748621,130.72609795487304,57072.918072434986
21.919347688489164,91.05926608966598,55508.96320863216
110.9021099493249,100.02785561190062,58510.92890915116
110.14986070609156,-2.812937129508286,59777.18385072891
98.35377093022115,143.91448183322217,54081.79422136239
87.36974243034174,116.42352289399874,57529.92789441304
29.331562997579397,150.00060559308272,54598.295445735195
80.06883496283315,-43.71166780858336,58411.27056042704
84.96637627576364,206.52083734113847,56016.50018894642
62.98923964202216,96.12362169534443,58111.26523151086
96.03981852080365,159.51324494097994,54477.46356349363
125.30764794583203,53.10980874882857,62275.572617106336
